西元年份,公司代碼,公司簡稱,欄位編號,欄位名稱,欄位數值,欄位單位,補充說明,參考頁數,處理時間
2024,1710,東聯化學,44,再生能源裝置容量,108.78,瓩（KW）,東聯於林園廠區半導體CO2工場屋頂設置容量108.78 kWp之太陽光電系統。,"p.99, p.100",2026-05-04
2024,1710,東聯化學,45,再生能源使用來源（自發自用、購電協議、再生能源憑證）,"為因應用電大戶條款，2023 年已採購年發電量約 7,675,000 度之再生能源，達契約容量 10%。2024 年義 務裝置容量為 5,115.06 瓩，除自設 108.78 瓩太陽能系統外，並購買 6,160 瓩相當於 7,700,000 度的太陽能再 生電力及憑證，總履行容量達 6,268.78 瓩，符合法規要求。",NA,採自發自用模式(108.78kWp)，並購買再生能源憑證。,p.99,2026-05-04
2024,1710,東聯化學,46,是否達成政府用電大戶再生能源建置義務,TRUE,NA,"2024年義務裝置容量為5,115.06瓩，總履行容量達6,268.78瓩，符合法規要求。",p.99,2026-05-04
2024,1710,東聯化學,47,是否取得RE100認證,FALSE,NA,報告書未提及取得RE100認證。,NA,2026-05-04
2024,1710,東聯化學,48,是否設定再生能源使用目標,TRUE,NA,中長期目標設定2032年綠能使用率達10%。,p.12,2026-05-04
2024,1710,東聯化學,49,再生能源目標年設定,2032,NA,設定2032年綠能使用率達10%。,p.12,2026-05-04
2024,1710,東聯化學,50,再生能源目標值（百分比）,10.00%,NA,2032年綠能使用率達10%。,p.12,2026-05-04
2024,1710,東聯化學,51,是否設定節能目標,TRUE,NA,設定年平均節電率1.5%及5年節電率5%等目標。,"p.12, p.98",2026-05-04
2024,1710,東聯化學,52,節能目標年設定,2025,NA,"短期目標2025年達成5年節電率5%。
中期2028，年節電1.5%
長期2032，年節電1.5%",p.12,2026-05-04
2024,1710,東聯化學,53,節能目標值（百分比）,5.00%,NA,短期目標(2025年) 5年節電率5%。,p.12,2026-05-04
2024,1710,東聯化學,54,節電目標值設定（百分比）,1.50%,NA,年度節電目標：1.5%以上。,p.98,2026-05-04
2024,1710,東聯化學,55,是否說明關鍵減量策略,FALSE,NA,報告書提出的四大氣候相關策略，但沒有說明細節。,p.45,2026-05-04
2024,1710,東聯化學,56,是否生產支持轉型至低碳經濟之產品/服務,TRUE,NA,開發二氧化碳捕捉利用(CCU)產品、鋰電池電解液材料、綠色界面活性劑等低碳產品。,"p.19, p.20",2026-05-04
2024,1710,東聯化學,57,支持轉型至低碳經濟之產品/服務產生的營收或營收占比,NA,NA,報告書提及綠色產品營收貢獻，但未提供明確的「低碳產品總營收」或「佔比」數值，僅有部分專案效益金額。,NA,2026-05-04
2024,1710,東聯化學,58,失能傷害頻率(LTIFR),0,NA,報告書提供職業傷害率(IR)，未明確提供失能傷害頻率(LTIFR)數值，僅有IR 2.8949 (員工) 及 3.3411 (承攬商)。,p.126,2026-05-04
2024,1710,東聯化學,59,職業傷害件數,3,NA,員工發生2件職業傷害，承攬商發生1件職業傷害，共3件。,p.126,2026-05-04
2024,1710,東聯化學,60,損失工作日數,NA,NA,報告書p.126職業安全統計表格中未揭露損失工作日數(Lost Days)。,p.126,2026-05-04
2024,1710,東聯化學,61,重大職業安全意外事件,,NA,報告書未提及發生重大職業安全意外事件，且無死亡事故。,p.126,2026-05-04
2024,1710,東聯化學,62,勞動法規違規與裁罰,違反職安法規，罰鍰16萬元,NA,氣體工場工作梯與設備缺失、防爆電氣設備失效等，遭高雄市勞工局處分。,p.122,2026-05-04
2024,1710,東聯化學,63,政府補貼或獎勵,"114,000,000.00",元,參與經濟部計畫開發類固態鋰電池材料，獲三年期補助，政府補助1.14億元。,p.26,2026-05-04
2024,1710,東聯化學,64,取水量-自來水,"1,628,594.00",噸,"總取水量為1,628.594百萬公升，換算為1,628,594噸。水源來自鳳山水庫（自來水）。",p.103,2026-05-04
2024,1710,東聯化學,65,取水量-地表水,0,噸,報告書顯示取水來源皆為自來水/其他的水(>1000mg/L TDS的自來水)，無直接地表水取水。,p.103,2026-05-04
2024,1710,東聯化學,66,取水量-地下水,0,噸,報告書顯示取水來源皆為自來水。,p.103,2026-05-04
2024,1710,東聯化學,67,取水量-其他來源（海水、冷凝水、雨水、再生水）,0,噸,報告書顯示取水來源皆為自來水。,p.103,2026-05-04
2024,1710,東聯化學,68,回收水量,"701,080.00",噸,"林園廠總回收水量701.08百萬公升，換算為701,080噸。",p.104,2026-05-04
2024,1710,東聯化學,69,排放水量,"425,358.00",噸,"林園廠總排水量425.358百萬公升，換算為425,358噸。",p.104,2026-05-04
2024,1710,東聯化學,70,耗用水量,"1,202,420.00",噸,"林園廠總耗水量1,202.42百萬公升，換算為1,202,420噸。",p.104,2026-05-04
2024,_55991080,矽品精密工業,1,是否承諾淨零排放／碳中和,無承諾淨零或是碳中和，承諾 2050 年範疇一～三排放量相較基準年絕對減量 90%,NA,依據母公司日月光投控集團統籌規劃，已通過 SBTi 1.5℃ 減碳目標認可。,"p.63, p.66",2026-05-04
2024,_55991080,矽品精密工業,2,預計達成淨零排放／碳中和年份,NA,NA,,NA,2026-05-04
2024,_55991080,矽品精密工業,3,是否設定中期溫室氣體絕對減量目標,TRUE,NA,設定 2030 年範疇一與範疇二碳排放量較 2016 年減量 58.8%，範疇三較 2020 年減量 25%。,NA,2026-05-04
2024,_55991080,矽品精密工業,4,中期減量目標年設定,2030,NA,設定 2030 年為中期減量目標年。,NA,2026-05-04
2024,_55991080,矽品精密工業,5,中期溫室氣體絕對減量目標值（百分比）,58.8,NA,範疇一與範疇二碳排放量較基準年減量 58.8%。,p.66,2026-05-04
2024,_55991080,矽品精密工業,6,中期減量基準年設定,2016,NA,範疇一與範疇二之基準年設定為 2016 年。及範疇三碳排放量基準年 2020 年,p.66,2026-05-04
2024,_55991080,矽品精密工業,7,中期減量基準年排放量,573160.028,公噸CO2e,"基準年(2016)範疇一(20,135.364) + 範疇二(553,024.664) 之合計。",p.66,2026-05-04
2024,_55991080,矽品精密工業,8,中期目標是否取得SBT認證,TRUE,NA,由日月光投控集團統籌，於 2025 年 1 月通過 SBTi 目標認可（報告書內文提及此事）。,"p.63, p.66",2026-05-04
2024,_55991080,矽品精密工業,9,範疇一/類別一（值）,"15,665.74",公噸CO2e,2024年數據，來自類別1排放量。,"p.68, p.133",2026-05-04
2024,_55991080,矽品精密工業,10,範疇二/類別二（值）,"599,192.89",公噸CO2e,2024年數據，來自類別2排放量。,"p.68, p.133",2026-05-04
2024,_55991080,矽品精密工業,11,範疇三（值）,"814,692.17",公噸CO2e,2024年數據，來自類別3~6排放量合計。,"p.68, p.133",2026-05-04
2024,_55991080,矽品精密工業,12,類別三（值）,"30,519.02",公噸CO2e,2024年數據，ISO 14064-1 類別三。計算方式：上游運輸(11876.7844) + 下游運輸(11893.2021) + 員工通勤(6274.9851) + 商務旅行(474.0471)。,p.69,2026-05-04
2024,_55991080,矽品精密工業,13,類別四（值）,"758,765.90",公噸CO2e,2024年數據，ISO 14064-1 類別四。計算方式：採購產品(160295.2561) + 燃料能源活動(145266.0475) + 資本財(449427.8274) + 廢棄物(3210.7222) + 上游租賃(566.0477)。,p.69,2026-05-04
2024,_55991080,矽品精密工業,14,類別五（值）,"25,407.25",公噸CO2e,2024年數據，ISO 14064-1 類別五。項目為下游資產租賃。,p.69,2026-05-04
2024,_55991080,矽品精密工業,15,類別六（值）,0,公噸CO2e,2024年數據，ISO 14064-1 類別六。,p.69,2026-05-04
2024,_55991080,矽品精密工業,16,Scope 3 類別 1 (購買商品或服務),"160,295.26",公噸CO2e,對應「採購產品與服務」。,p.69,2026-05-04
2024,_55991080,矽品精密工業,17,Scope 3 類別 2 (資本商品),"449,427.83",公噸CO2e,對應「資本財」。,p.69,2026-05-04
2024,_55991080,矽品精密工業,18,Scope 3 類別 3 (燃料與能源相關活動),"145,266.05",公噸CO2e,對應「燃料及能源相關之活動」。,p.69,2026-05-04
2024,_55991080,矽品精密工業,19,Scope 3 類別 4 (上游運輸和配送),"11,876.78",公噸CO2e,對應「上游運輸和配送」。,p.69,2026-05-04
2024,_55991080,矽品精密工業,20,Scope 3 類別 5 (營運廢棄物),"3,210.72",公噸CO2e,對應「營運產生之廢棄物」。,p.69,2026-05-04
2024,_55991080,矽品精密工業,21,Scope 3 類別 6 (商務旅行),474.05,公噸CO2e,對應「商務旅行」。,p.69,2026-05-04
2024,_55991080,矽品精密工業,22,Scope 3 類別 7 (員工通勤),"6,274.99",公噸CO2e,對應「員工通勤」。,p.69,2026-05-04
2024,_55991080,矽品精密工業,23,Scope 3 類別 8 (上游租賃資產),566.05,公噸CO2e,對應「上游資產租賃」。,p.69,2026-05-04
2024,_55991080,矽品精密工業,24,Scope 3 類別 9 (下游運輸和配送),"11,893.20",公噸CO2e,對應「下游運輸和配送」。,p.69,2026-05-04
2024,_55991080,矽品精密工業,25,Scope 3 類別 10 (銷售產品的加工),NA,公噸CO2e,報告書未列出此項目數值。,p.69,2026-05-04
2024,_55991080,矽品精密工業,26,Scope 3 類別 11 (使用銷售產品),NA,公噸CO2e,報告書未列出此項目數值。,p.69,2026-05-04
2024,_55991080,矽品精密工業,27,Scope 3 類別 12 (銷售產品廢棄處理),NA,NA,報告書未列出此項目數值。,p.69,2026-05-04
2024,_55991080,矽品精密工業,28,Scope 3 類別 13 (下游租賃資產),"25,407.25",公噸CO2e,對應「下游資產租賃」。,p.69,2026-05-04
2024,_55991080,矽品精密工業,29,Scope 3 類別 14 (特許經營),NA,NA,報告書未列出此項目數值。,p.69,2026-05-04
2024,_55991080,矽品精密工業,30,Scope 3 類別 15 (投資),0,公噸CO2e,對應「投資」。,p.69,2026-05-04
2024,_55991080,矽品精密工業,31,是否揭露近三年溫室氣體排放資料,TRUE,NA,附錄績效摘要表列出 2020-2024 年數據。,p.133,2026-05-04
2024,_55991080,矽品精密工業,32,是否設定範疇三減量目標,TRUE,NA,設定 2030 年範疇三碳排放量較 2020 年減量 25%。,p.66,2026-05-04
2024,_55991080,矽品精密工業,33,範疇三減量目標實際作為,發展低碳供應鏈、申請碳權、參與產業總量管制訂定,NA,"不是很確定是不是範疇三減量目標，再請確認
另提及產品碳足跡盤查與供應商議合。",p.66,2026-05-04
2024,_55991080,矽品精密工業,34,2024年度總能源使用量,"5,709,380,000.00",百萬焦耳（MJ）,"2024年總能源使用量。計算：電力(1,554,000,000 kWh * 3.6 = 5,594,400,000 MJ) + 天然氣與柴油(82,352 GJ * 1000 = 82,352,000 MJ) + 蒸氣(32,628 GJ * 1000 = 32,628,000 MJ)。電力數據取自附錄 P.134 較精確值。無說明是否含海外廠","p.72, p.134",2026-05-04
2024,_55991080,矽品精密工業,35,2023年度總能源使用量,"5,381,363,000.00",百萬焦耳（MJ）,"2022年總能源使用量。計算：電力(1,463,000,000 kWh * 3.6 = 5,266,800,000 MJ) + 天然氣與柴油(76,726 GJ * 1000) + 蒸氣(37,837 GJ * 1000)。無說明是否含海外廠","p.72, p.134",2026-05-04
2024,_55991080,矽品精密工業,36,2022年度總能源使用量,"5,381,363,000.00",百萬焦耳（MJ）,"2022年總能源使用量。計算：電力(1,463,000,000 kWh * 3.6 = 5,266,800,000 MJ) + 天然氣與柴油(76,726 GJ * 1000) + 蒸氣(37,837 GJ * 1000)。無說明是否含海外廠","p.72, p.134",2026-05-04
2024,_55991080,矽品精密工業,37,是否揭露各項能源使用細項,TRUE,NA,報告書揭露電力、天然氣、柴油、蒸氣等使用量。,"p.72, p.134",2026-05-04
2024,_55991080,矽品精密工業,38,2024年度使用的各種能源項目,電力: 1554000000 度; 天然氣: 82352 GJ; 蒸氣: 32628 GJ; 柴油: 6943 GJ;,NA,柴油與天然氣在文字描述中合併，但在表格總和列有分開列示。電力取自附錄 P.134。,"p.72, p.134",2026-05-04
2024,_55991080,矽品精密工業,39,燃煤使用量,0,公噸,報告書未提及燃煤使用，主要能源為電力與天然氣。,p.72,2026-05-04
2024,_55991080,矽品精密工業,40,燃煤淘汰計劃,不適用,NA,公司未使用燃煤。,p.72,2026-05-04
2024,_55991080,矽品精密工業,41,化石燃料轉型計劃,無,NA,雖然提及淨零路徑與節能，但未明確提出「化石燃料轉型計劃」專章或具體淘汰時程表。,p.66,2026-05-04
2024,_55991080,矽品精密工業,42,當年度總用電量,"1,554,000,000.00",度（KWh）,"2024年用電量（百萬度）為 1,554。無說明是否含海外廠",p.134,2026-05-04
2024,_55991080,矽品精密工業,43,再生能源使用佔總發電量（百分比）,22.68%,NA,"計算方式：再生能源使用量(352,459,000 kWh) / 總用電量(1,554,000,000 kWh) = 22.68%。再生能源量包含憑證與自發自用。無說明是否含海外廠","p.60, p.134",2026-05-04
2024,_55991080,矽品精密工業,44,再生能源裝置容量,"4,308.70",瓩（KW）,大豐廠(9.7)+中科廠(2800)+彰化廠(499)+二林廠(1000)。,p.72,2026-05-04
2024,_55991080,矽品精密工業,45,再生能源使用來源（自發自用、購電協議、再生能源憑證）,自發自用、再生能源憑證,NA,購買 I-REC 綠色憑證及廠內太陽能發電。,p.71,2026-05-04
2024,_55991080,矽品精密工業,46,是否達成政府用電大戶再生能源建置義務,TRUE,NA,報告書指出經濟部要求用電大戶 2025 年起購置 10% 再生能源，矽品已提前完成採購滿足要求。,p.64,2026-05-04
2024,_55991080,矽品精密工業,47,是否取得RE100認證,FALSE,NA,報告書未提及矽品本身取得 RE100 認證，雖母公司日月光投控有加入。先填沒有再請你們判斷,NA,2026-05-04
2024,_55991080,矽品精密工業,48,是否設定再生能源使用目標,FALSE,NA,,NA,2026-05-04
2024,_55991080,矽品精密工業,49,再生能源目標年設定,NA,NA,,NA,2026-05-04
2024,_55991080,矽品精密工業,50,再生能源目標值（百分比）,NA,NA,,NA,2026-05-04
2024,_55991080,矽品精密工業,51,是否設定節能目標,FALSE,NA,設定「節電率」目標。,p.61,2026-05-04
2024,_55991080,矽品精密工業,52,節能目標年設定,NA,NA,永續策略藍圖目標設定至 2025 年。,p.61,2026-05-04
2024,_55991080,矽品精密工業,53,節能目標值（百分比）,NA,NA,2025 年目標節電率 >= 2%。,p.61,2026-05-04
2024,_55991080,矽品精密工業,54,節電目標值設定（百分比）,2.00%,NA,2025 年目標節電率 >= 2%。,p.61,2026-05-04
2024,_55991080,矽品精密工業,55,是否說明關鍵減量策略,FALSE,NA,主要減碳策略。無說明未來減量策略故填否,p.68,2026-05-04
2024,_55991080,矽品精密工業,56,是否生產支持轉型至低碳經濟之產品/服務,FALSE,NA,"持續朝 SiP 模組、3D IC、密度及微型化朝高階技
術發展，無法判斷",NA,2026-05-04
2024,_55991080,矽品精密工業,57,支持轉型至低碳經濟之產品/服務產生的營收或營收占比,NA,NA,報告書未具體揭露低碳產品佔總營收之比例數值。,NA,2026-05-04
2024,_55991080,矽品精密工業,58,失能傷害頻率(LTIFR),0.25,NA,失能傷害頻率 (FR) 為 0.25 台灣,NA,2026-05-04
2024,_55991080,矽品精密工業,59,職業傷害件數,死亡0件、失能傷害12件,NA,2024 年員工失能傷害件數 12 件，死亡 0 件。無說明是否含海外廠,p.129,2026-05-04
2024,_55991080,矽品精密工業,60,損失工作日數,260,NA,失能傷害總損失工作日數。無說明是否含海外廠,p.129,2026-05-04
2024,_55991080,矽品精密工業,61,重大職業安全意外事件,,NA,報告顯示死亡及職業病數為 0 件，無提及重大工安事故。,p.106,2026-05-04
2024,_55991080,矽品精密工業,62,勞動法規違規與裁罰,違反勞動基準法第24條，裁罰新台幣5萬元,NA,彰化縣政府裁罰，因四班二輪交接班延遲下班未申報加班。,p.28,2026-05-04
2024,_55991080,矽品精密工業,63,政府補貼或獎勵,未揭露,元,報告書提及取得政府認證補助，但未列出具體金額清單。,p.65,2026-05-04
2024,_55991080,矽品精密工業,64,取水量-自來水,"2,243,000.00",噸,"報告書標示為「第三方的水（總量）」，通常指自來水。單位換算：3,726 百萬公升 = 3,726,000 噸。（扣掉矽科廠）",p.76,2026-05-04
2024,_55991080,矽品精密工業,65,取水量-地表水,0,噸,取水量概況表中地表水為 0。,p.75,2026-05-04
2024,_55991080,矽品精密工業,66,取水量-地下水,"3,341,000.00",噸,"取水量概況表中地下水總量為 3,341 百萬公升。",p.75,2026-05-04
2024,_55991080,矽品精密工業,67,取水量-其他來源（海水、冷凝水、雨水、再生水）,"13,000.00",噸,取水量概況表中「其他」項目為 13 百萬公升，可能包含再生水。,p.76,2026-05-04
2024,_55991080,矽品精密工業,68,回收水量,"10,782,793.00",噸,2024 年總回收水量。扣掉矽科廠,p.74,2026-05-04
2024,_55991080,矽品精密工業,69,排放水量,"3,884,000.00",噸,扣掉矽科廠,NA,2026-05-04
2024,_55991080,矽品精密工業,70,耗用水量,"1,700,000.00",噸,扣掉矽科廠,p.77,2026-05-04
2024,2408,南亞科技,1,是否承諾淨零排放／碳中和,NA,NA,報告書中多次提及淨零，但具體承諾文字多結合SBTi目標。於p.99提到「落實淨零」，且p.10提到「社團法人台灣淨零排放協會」。具體SBT目標為2030年。雖然提及「邁向淨零」，但最明確的絕對減量目標目前設定至2030年。（我判斷無法作為承諾一詞）,"p.10, p.99",2026-05-04
2024,2408,南亞科技,2,預計達成淨零排放／碳中和年份,NA,NA,報告書 p.99 提到「2050年亦為中低風險」，並於 p.104 提到「第三階段：接軌國際，落實淨零」。雖未有單一斗大標題宣示年份，但整體策略（如TNCFD報告書、長期風險評估）皆以2050為淨零或長期情境基準。,"p.99, p.104",2026-05-04
2024,2408,南亞科技,3,是否設定中期溫室氣體絕對減量目標,TRUE,NA,已設定2030年溫室氣體絕對減量目標。,"p.96, p.99",2026-05-04
2024,2408,南亞科技,4,中期減量目標年設定,2030,NA,設定2030年溫室氣體範疇1+2排放量較基準年2020年減少25%。,"p.96, p.99",2026-05-04
2024,2408,南亞科技,5,中期溫室氣體絕對減量目標值（百分比）,25,NA,2030年溫室氣體範疇1+2排放量較基準年2020年減少25%。,"p.96, p.99",2026-05-04
2024,2408,南亞科技,6,中期減量基準年設定,2020,NA,減量目標以2020年為基準年。,p.96,2026-05-04
2024,2408,南亞科技,7,中期減量基準年排放量,NA,NA,報告書p.102與p.197圖表中顯示2021-2024數據，基準年2020年的絕對數值在文字敘述中未直接明確列出總量供引用，需透過減量比例回推，故留空。,p.102,2026-05-04
2024,2408,南亞科技,8,中期目標是否取得SBT認證,TRUE,NA,報告書 p.11 提及「2022年通過SBTi WB2D減碳路徑計畫認證」。,"p.11, p.99",2026-05-04
2024,2408,南亞科技,9,範疇一/類別一（值）,"39,063.00",公噸CO2e,2024年範疇一排放量。,"p.101, p.197, p.221",2026-05-04
2024,2408,南亞科技,10,範疇二/類別二（值）,"370,075.00",公噸CO2e,"2024年範疇二排放量（市場基準）。若為地區基準則為409,138公噸CO2e。此處填寫市場基準以反映再生能源採購效益。","p.101, p.197, p.221",2026-05-04
2024,2408,南亞科技,11,範疇三（值）,"817,588.00",公噸CO2e,2024年範疇三總排放量。,"p.101, p.197",2026-05-04
2024,2408,南亞科技,12,類別三（值）,NA,NA,報告書使用GHG Protocol分類（類別1-15），未提供ISO 14064-1類別3-6的分類數據。,NA,2026-05-04
2024,2408,南亞科技,13,類別四（值）,NA,NA,報告書使用GHG Protocol分類（類別1-15），未提供ISO 14064-1類別3-6的分類數據。,NA,2026-05-04
2024,2408,南亞科技,14,類別五（值）,NA,NA,報告書使用GHG Protocol分類（類別1-15），未提供ISO 14064-1類別3-6的分類數據。,NA,2026-05-04
2024,2408,南亞科技,15,類別六（值）,NA,NA,報告書使用GHG Protocol分類（類別1-15），未提供ISO 14064-1類別3-6的分類數據。,NA,2026-05-04
2024,2408,南亞科技,16,Scope 3 類別 1 (購買商品或服務),"157,262.00",公噸CO2e,報告書使用GHG Protocol分類（類別1-15），未提供ISO 14064-1類別3-6的分類數據。,NA,2026-05-04
2024,2408,南亞科技,17,Scope 3 類別 2 (資本商品),"37,159.00",公噸CO2e,2024年範疇三類別2：資本設備。,p.101,2026-05-04
2024,2408,南亞科技,18,Scope 3 類別 3 (燃料與能源相關活動),"77,817.00",公噸CO2e,2024年範疇三類別3：範疇一或範疇二未包括的燃料和能源相關活動。,p.101,2026-05-04
2024,2408,南亞科技,19,Scope 3 類別 4 (上游運輸和配送),"2,372.00",公噸CO2e,2024年範疇三類別4：上游運輸和分銷。,p.101,2026-05-04
2024,2408,南亞科技,20,Scope 3 類別 5 (營運廢棄物),"1,328.00",公噸CO2e,2024年範疇三類別5：營運產生的廢棄物。,p.101,2026-05-04
2024,2408,南亞科技,21,Scope 3 類別 6 (商務旅行),130,公噸CO2e,2024年範疇三類別6：商務旅行。,p.101,2026-05-04
2024,2408,南亞科技,22,Scope 3 類別 7 (員工通勤),"1,723.00",公噸CO2e,2024年範疇三類別7：員工通勤。,p.101,2026-05-04
2024,2408,南亞科技,23,Scope 3 類別 8 (上游租賃資產),NA,NA,報告書未列出此類別數據。,NA,2026-05-04
2024,2408,南亞科技,24,Scope 3 類別 9 (下游運輸和配送),"2,272.00",公噸CO2e,2024年範疇三類別9：下游運輸和分銷。,p.101,2026-05-04
2024,2408,南亞科技,25,Scope 3 類別 10 (銷售產品的加工),NA,NA,報告書未列出此類別數據。,NA,2026-05-04
2024,2408,南亞科技,26,Scope 3 類別 11 (使用銷售產品),"501,684.00",公噸CO2e,2024年範疇三類別11：銷售產品的使用。,p.101,2026-05-04
2024,2408,南亞科技,27,Scope 3 類別 12 (銷售產品廢棄處理),NA,NA,報告書未列出此類別數據。,NA,2026-05-04
2024,2408,南亞科技,28,Scope 3 類別 13 (下游租賃資產),NA,NA,報告書未列出此類別數據。,NA,2026-05-04
2024,2408,南亞科技,29,Scope 3 類別 14 (特許經營),NA,NA,報告書未列出此類別數據。,NA,2026-05-04
2024,2408,南亞科技,30,Scope 3 類別 15 (投資),"35,841.00",公噸CO2e,2024年範疇三類別15：投資（依持有股權計算投資關聯企業公司福懋科技造成之碳排放）。,p.101,2026-05-04
2024,2408,南亞科技,31,是否揭露近三年溫室氣體排放資料,TRUE,NA,報告書 p.101、p.197 揭露2021-2024年溫室氣體排放資料。,"p.101, p.197",2026-05-04
2024,2408,南亞科技,32,是否設定範疇三減量目標,TRUE,NA,設定2030年溫室氣體範疇三產品單位排放較基準年2020年減量27%。,"p.96, p.99",2026-05-04
2024,2408,南亞科技,33,範疇三減量目標實際作為,主要排放源來自價值鏈上游購買的商品與服務、協助供應商進行節能減碳相關專案、加入SBTi科學減碳目標倡議,NA,針對範疇三減量之具體作為。,"p.99, p.138",2026-05-04
2024,2408,南亞科技,34,2024年度總能源使用量,"3,223,083,600.00",百萬焦耳（MJ）,"2024年總能源使用量為 895,301 MWh (p.103)。換算 MJ: 895,301 * 3,600 = 3,223,083,600 MJ。報告書附錄 p.219 亦標示為 3.223*10^9 MJ。","p.103, p.219",2026-05-04
2024,2408,南亞科技,35,2023年度總能源使用量,"3,085,480,800.00",百萬焦耳（MJ）,"2023年總能源使用量為 857,068 MWh (p.103)。換算 MJ: 857,068 * 3,600 = 3,085,444,800 MJ。",p.103,2026-05-04
2024,2408,南亞科技,36,2022年度總能源使用量,"2,994,703,200.00",百萬焦耳（MJ）,"2022年總能源使用量為 831,862 MWh (p.103)。換算 MJ: 831,862 * 3,600 = 2,994,703,200 MJ。",p.103,2026-05-04
2024,2408,南亞科技,37,是否揭露各項能源使用細項,TRUE,NA,p.103 揭露電力、天然氣、蒸汽使用量。,p.103,2026-05-04
2024,2408,南亞科技,38,2024年度使用的各種能源項目,電力: 801326 MWh; 天然氣: 5630508 立方公尺; 柴油: 20000 公升; 蒸汽: 46340 公噸;,NA,"2024年能源使用細項。電力包含一般電力766,096 MWh與再生能源35,230 MWh。柴油量見 p.199。","p.103, p.199",2026-05-04
2024,2408,南亞科技,39,燃煤使用量,0,公噸,報告書未提及燃煤使用，主要能源為電力、天然氣、蒸汽。,p.103,2026-05-04
2024,2408,南亞科技,40,燃煤淘汰計劃,無,NA,公司不使用燃煤。,p.103,2026-05-04
2024,2408,南亞科技,41,化石燃料轉型計劃,NA,NA,報告書未明確提及整體化石燃料轉型計劃，重點在於節能與再生能源使用。,p.104,2026-05-04
2024,2408,南亞科技,42,當年度總用電量,"801,326.00",度（KWh）,"2024年總用電量。報告書p.103顯示總用電量為801,326 MWh（包含非再生電力766,096與再生電力35,230），換算為度(KWh)需乘以1000。此處依欄位定義「只看該公司使用電力或外購電力的數值」，數值為 801,326,000 度。但欄位定義又說「以報告書原記錄單位為主」，若原單位是MWh則填MWh數值。但欄位單位要求為「度（KWh）」。故填寫 801326000。 *更正*:",p.103,2026-05-04
2024,2408,南亞科技,43,再生能源使用佔總發電量（百分比）,3.90%,NA,2024年外購再生能源(電力)佔全公司能源使用3.9%，佔總用電量4.4%。欄位要求「再生能源使用佔總發電量」，此處應指佔總用電量比例。填寫 0.0394 (3.94%) 依據p.219 GRI對照表之再生能源使用率。注意：p.103說佔總用電量4.4%，但p.219 GRI指標寫3.94% (可能分母是總能源)。欄位定義「再生能源使用佔總發電量」，這對非發電業通常指佔總用電量。若依p.103文字,p.103,2026-05-04
2024,2408,南亞科技,44,再生能源裝置容量,27.36,瓩（KW）,2024年於新大樓設置27.36kW屋頂型光電。,p.104,2026-05-04
2024,2408,南亞科技,45,再生能源使用來源（自發自用、購電協議、再生能源憑證）,自發自用,NA,"p.104 提到「南亞科技透過外部合作，攜手再生能源發售電業者取得更大量電力...2024年已使用35,230 MWh外購太陽光電」。",p.104,2026-05-04
2024,2408,南亞科技,46,是否達成政府用電大戶再生能源建置義務,,NA,報告書p.28提到「政府已公告...用電大戶條款等法令...因此企業增加推動節能...」，但未明確敘述「已達成/遠高於義務」。p.104提到「以法規要求為基準，逐步擴大用量」。,"p.28, p.104",2026-05-04
2024,2408,南亞科技,47,是否取得RE100認證,FALSE,NA,報告書 p.104 提到「為吻合SBT或RE100等國際倡議為目標」，表示以其為目標，尚未取得RE100認證。,p.104,2026-05-04
2024,2408,南亞科技,48,是否設定再生能源使用目標,TRUE,NA,2030年再生能源使用目標比例達總用電量25%。,p.104,2026-05-04
2024,2408,南亞科技,49,再生能源目標年設定,2030,NA,再生能源目標年設定為2030年。,p.104,2026-05-04
2024,2408,南亞科技,50,再生能源目標值（百分比）,25.00%,NA,2030年再生能源使用目標比例達總用電量25%。,p.104,2026-05-04
2024,2408,南亞科技,51,是否設定節能目標,FALSE,NA,設定2030年節能目標。,p.105,2026-05-04
2024,2408,南亞科技,52,節能目標年設定,2030,NA,2017年至2030年累積節能量目標。,p.105,2026-05-04
2024,2408,南亞科技,53,節能目標值（百分比）,NA,NA,"2030年累積節能量目標為103,000 MWh/年。此為絕對值而非百分比，因欄位要求百分比，但報告書提供絕對數值。無法轉換為百分比。",p.105,2026-05-04
2024,2408,南亞科技,54,節電目標值設定（百分比）,NA,NA,報告書設定的是累積節電量目標(MWh)，未明確設定年度節電百分比目標（如年節電1%）。,p.105,2026-05-04
2024,2408,南亞科技,55,是否說明關鍵減量策略,TRUE,NA,p.4 提到「制定致力低碳產品研發、布局綠色科技生產、調適氣候變遷風險、共同攜手永續夥伴、氣候倡議與意識培養等五大策略」。,"p.4, p.28",2026-05-04
2024,2408,南亞科技,56,是否生產支持轉型至低碳經濟之產品/服務,TRUE,NA,p.12 提到「DRAM是使所有電子產品智慧化的關鍵零組件...有助於節能減碳」。p.50 提到「主流製程產品...節省電力超過6億度」。,"p.12, p.50",2026-05-04
2024,2408,南亞科技,57,支持轉型至低碳經濟之產品/服務產生的營收或營收占比,NA,NA,未明確揭露低碳產品營收占比具體數值。僅提及主流製程產品節電效益。,NA,2026-05-04
2024,2408,南亞科技,58,失能傷害頻率(LTIFR),2.36,NA,2024年廠內員工失能傷害頻率(FR)。表格和內文不一致，內文寫0.41,p.94,2026-05-04
